ENST00000566782.1	ENSG00000261657	SLC25A26
ENST00000333503.7	ENSG00000184207	PGP
ENST00000561466.1	ENSG00000259592	PRELID1P4
ENST00000350033.3	ENSG00000144524	COPS7B
ENST00000582156.1	ENSG00000266746	RP11-1109M24.7
ENST00000428780.2	ENSG00000232656	IDI2-AS1
ENST00000562182.1	ENSG00000261020	RP11-744K17.1
ENST00000560832.1	ENSG00000259516	ANP32AP1
ENST00000577391.1	ENSG00000264543	RP11-744K17.7
ENST00000329293.3	ENSG00000183801	OLFML1
ENST00000459600.1	ENSG00000238431	RNU7-157P
ENST00000577811.1	ENSG00000266168	MIR3147
ENST00000282296.5	ENSG00000204519	ZNF551
ENST00000300283.6	ENSG00000237289	CKMT1B
ENST00000560892.1	ENSG00000259710	RP11-150L8.3
ENST00000311921.4	ENSG00000168813	ZNF507
ENST00000452517.1	ENSG00000227182	VN1R28P
ENST00000431719.1	ENSG00000235368	RP11-114G11.2
ENST00000296870.2	ENSG00000164399	IL3
ENST00000216127.4	ENSG00000100302	RASD2
ENST00000399959.2	ENSG00000215301	DDX3X
ENST00000333127.3	ENSG00000184345	IQCF2
ENST00000445657.2	ENSG00000237508	HLA-F
ENST00000247843.2	ENSG00000127337	YEATS4
ENST00000494496.2	ENSG00000241789	RN7SL504P
ENST00000361249.3	ENSG00000157131	C8A
ENST00000440723.1	ENSG00000235455	IQCF5-AS1
ENST00000446461.1	ENSG00000214681	IQCF5
ENST00000488257.1	ENSG00000254782	RP11-155D18.12
ENST00000594684.1	ENSG00000269026	AC003006.7
ENST00000281382.6	ENSG00000151665	PIGF
ENST00000340648.4	ENSG00000160208	RRP1B
ENST00000491506.2	ENSG00000242849	ALDOAP1
ENST00000229402.3	ENSG00000111796	KLRB1
ENST00000597520.1	ENSG00000268948	AC004017.1
ENST00000524803.1	ENSG00000166788	SAAL1
ENST00000264932.6	ENSG00000073578	SDHA
ENST00000371419.2	ENSG00000101132	PFDN4
ENST00000504686.1	ENSG00000250254	PTTG2
ENST00000582765.1	ENSG00000266497	RP11-995C19.2
ENST00000512439.2	ENSG00000179909	ZNF154
ENST00000359635.5	ENSG00000206450	HLA-B
ENST00000442074.1	ENSG00000226230	AC007237.2
ENST00000578752.1	ENSG00000265315	RN7SL199P
ENST00000299367.5	ENSG00000166278	C2
ENST00000440555.2	ENSG00000235751	MAGI2-IT1
ENST00000458392.1	ENSG00000232300	FAM215B
ENST00000436901.1	ENSG00000196355	AC021860.1
ENST00000301727.4	ENSG00000167967	E4F1
ENST00000425269.1	ENSG00000229995	MICG
ENST00000548637.1	ENSG00000232541	COL11A2
ENST00000428298.1	ENSG00000251276	MAGI2-AS1
ENST00000445011.1	ENSG00000234681	HCG4P8
ENST00000440069.1	ENSG00000224158	RPL13P
ENST00000484240.1	ENSG00000213326	RPS7P11
ENST00000361483.3	ENSG00000198324	FAM109A
ENST00000581053.1	ENSG00000263491	Metazoa_SRP
ENST00000397326.2	ENSG00000198125	MB
ENST00000433739.1	ENSG00000235405	HCG15
ENST00000372836.4	ENSG00000137161	CNPY3
ENST00000310914.5	ENSG00000173389	IQCF1
ENST00000412771.1	ENSG00000239675	HCG16
ENST00000261438.5	ENSG00000109787	KLF3
ENST00000575126.1	ENSG00000262031	RP11-63A1.2
ENST00000397861.2	ENSG00000214226	C17orf67
ENST00000436125.1	ENSG00000225048	OR2AD1P
ENST00000414137.1	ENSG00000237608	OR2P1P
ENST00000064724.3	ENSG00000013297	CLDN11
ENST00000456449.1	ENSG00000229179	SAR1P1
ENST00000459444.1	ENSG00000238918	snoU13
ENST00000428451.1	ENSG00000226192	OR2J1
ENST00000428918.1	ENSG00000223817	CDH23-AS1
ENST00000317398.6	ENSG00000083814	ZNF671
ENST00000398484.2	ENSG00000127418	FGFRL1
ENST00000375213.3	ENSG00000091436	MLTK
ENST00000459501.1	ENSG00000238446	RNU7-38P
ENST00000450464.1	ENSG00000227448	XXbac-BCX196D17.5
ENST00000441348.1	ENSG00000230526	RP11-472G21.2
ENST00000609403.1	ENSG00000272988	RP11-150D20.5
ENST00000429971.1	ENSG00000236771	OR2N1P
ENST00000558517.2	ENSG00000259585	RP11-150L8.4
ENST00000448929.2	ENSG00000228483	OR2J4P
ENST00000363424.1	ENSG00000200294	SNORA36
ENST00000452032.2	ENSG00000167807	CTD-2369P2.10
ENST00000260210.4	ENSG00000137656	BUD13
ENST00000440129.1	ENSG00000224118	MICF
ENST00000416278.1	ENSG00000226701	RP11-570G20.1
ENST00000585264.1	ENSG00000265102	MIR3942
ENST00000606972.1	ENSG00000272096	Metazoa_SRP
ENST00000427251.1	ENSG00000226152	HCG4P7
ENST00000475196.1	ENSG00000239508	PLCH1-AS1
ENST00000363300.1	ENSG00000200170	Y_RNA
ENST00000432719.1	ENSG00000229441	OR2H4P
ENST00000393640.4	ENSG00000157350	ST3GAL2
ENST00000557918.1	ENSG00000259688	RP11-139F4.2
ENST00000491934.2	ENSG00000269926	RP11-442H21.2
ENST00000365643.1	ENSG00000202513	RNU6-805P
ENST00000472913.1	ENSG00000242925	PLCH1-AS2
ENST00000442199.1	ENSG00000226893	HLA-H
ENST00000552364.1	ENSG00000257495	RP11-641A6.2
ENST00000431638.1	ENSG00000226163	RP11-167P22.3
ENST00000560893.1	ENSG00000259411	HNRNPA1P45
ENST00000342697.4	ENSG00000164938	TP53INP1
ENST00000488873.1	ENSG00000239212	RPL6P7
ENST00000425543.1	ENSG00000230609	RP11-167P22.4
ENST00000334256.4	ENSG00000186432	KPNA4
ENST00000469035.1	ENSG00000241307	RP11-674E16.1
ENST00000253699.3	ENSG00000131381	ZFYVE20
ENST00000497538.1	ENSG00000240489	SETP14
ENST00000501169.2	ENSG00000248079	DPH6-AS1
ENST00000550729.1	ENSG00000258120	KRT128P
ENST00000430761.1	ENSG00000227027	HLA-T
ENST00000459103.1	ENSG00000238766	AL513185.1
ENST00000586529.1	ENSG00000267303	CTD-2369P2.12
ENST00000606883.1	ENSG00000272536	Metazoa_SRP
ENST00000547533.1	ENSG00000257700	RP11-641A6.3
ENST00000437647.1	ENSG00000231471	HMGN2P34
ENST00000483834.1	ENSG00000243224	RP5-1157M23.2
ENST00000559855.1	ENSG00000259217	RP11-702M1.2
ENST00000320172.6	ENSG00000112773	FAM46A
ENST00000549467.1	ENSG00000257402	KRT126P
ENST00000578635.1	ENSG00000265098	MIR4510
ENST00000433335.1	ENSG00000238215	RP11-167P22.5
ENST00000561394.1	ENSG00000259639	RP11-184D12.1
ENST00000550014.1	ENSG00000258185	RP11-202H2.1
ENST00000552545.1	ENSG00000257616	RP11-641A6.5
ENST00000296871.2	ENSG00000164400	CSF2
ENST00000411616.1	ENSG00000226978	MAGI2-AS2
ENST00000546827.1	ENSG00000258036	KRT125P
ENST00000257566.3	ENSG00000135111	TBX3
ENST00000371237.4	ENSG00000021852	C8B
ENST00000317178.5	ENSG00000152443	ZNF776
ENST00000261340.7	ENSG00000069493	CLEC2D
ENST00000391243.1	ENSG00000212545	RNU6-337P
ENST00000284061.3	ENSG00000153933	DGKE
ENST00000372113.4	ENSG00000204033	LRIT2
ENST00000594060.1	ENSG00000268818	AL049747.1
ENST00000440982.1	ENSG00000229110	AC006355.3
ENST00000257209.4	ENSG00000134775	FHOD3
ENST00000293677.6	ENSG00000161847	RAVER1
ENST00000391180.1	ENSG00000212482	RNU6-530P
ENST00000322954.6	ENSG00000137831	UACA
ENST00000416738.1	ENSG00000222024	AC004945.1
ENST00000409652.4	ENSG00000221963	APOL6
ENST00000378561.1	ENSG00000005238	FAM214B
ENST00000426950.2	ENSG00000233803	TSPY4
ENST00000262593.5	ENSG00000101134	DOK5
ENST00000378319.3	ENSG00000136147	PHF11
ENST00000327441.7	ENSG00000151338	MIPOL1
ENST00000377982.4	ENSG00000138071	ACTR2
ENST00000315367.3	ENSG00000175895	PLEKHF2
ENST00000273390.5	ENSG00000183833	MAATS1
ENST00000452320.2	ENSG00000234456	MAGI2-AS3
ENST00000577262.1	ENSG00000264077	AC010196.1
ENST00000480924.3	ENSG00000242850	RPL23AP68
ENST00000308911.6	ENSG00000173213	RP11-683L23.1
ENST00000547460.1	ENSG00000258205	RP11-248E9.1
ENST00000459467.1	ENSG00000238924	RNU7-163P
ENST00000428212.1	ENSG00000236395	AC093106.6
ENST00000546447.1	ENSG00000257648	CYCSP30
ENST00000425630.1	ENSG00000229205	LINC00200
ENST00000286688.5	ENSG00000156172	C8orf37
ENST00000431248.1	ENSG00000236281	AC093106.5
ENST00000229795.3	ENSG00000112062	MAPK14
ENST00000549057.1	ENSG00000258173	RP11-248E9.4
ENST00000249044.2	ENSG00000128313	APOL5
ENST00000517002.1	ENSG00000252811	AC008085.1
ENST00000411485.1	ENSG00000235273	XXbac-BPG308J9.3
ENST00000418056.1	ENSG00000233263	AC009518.2
ENST00000373125.4	ENSG00000126733	DACH2
ENST00000396154.2	ENSG00000083828	ZNF586
ENST00000438972.1	ENSG00000236386	AC009518.3
ENST00000375327.3	ENSG00000158423	RIBC1
ENST00000365011.1	ENSG00000201881	Y_RNA
ENST00000433737.1	ENSG00000224990	OR2G1P
ENST00000372105.3	ENSG00000148602	LRIT1
ENST00000415393.1	ENSG00000224865	AC009518.4
ENST00000594570.1	ENSG00000269093	AC007773.3
ENST00000517040.1	ENSG00000252849	snosnR60_Z15
ENST00000510708.1	ENSG00000169570	DTWD2
ENST00000433754.1	ENSG00000229532	AC105443.2
ENST00000287020.5	ENSG00000156466	GDF6
ENST00000431397.1	ENSG00000227458	TRIM40
ENST00000445459.2	ENSG00000225144	AC018643.4
ENST00000546624.2	ENSG00000258128	MKRN9P
ENST00000299492.4	ENSG00000166387	PPFIBP2
ENST00000455442.1	ENSG00000223436	AC011625.1
ENST00000550077.1	ENSG00000257343	RP11-641A6.8
ENST00000449668.1	ENSG00000174930	VN2R1P
ENST00000221403.2	ENSG00000104808	DHDH
ENST00000364139.1	ENSG00000201009	SNORD46
ENST00000549824.1	ENSG00000257675	RP11-641A6.9
ENST00000436379.1	ENSG00000225881	AC009365.4
ENST00000482834.1	ENSG00000242017	ALG1L15P
ENST00000551280.1	ENSG00000257912	RP11-248E9.5
ENST00000547183.1	ENSG00000257125	KRT127P
ENST00000464884.1	ENSG00000242537	RP11-294L13.1
ENST00000550907.1	ENSG00000258071	ARL2BPP2
ENST00000548691.1	ENSG00000257940	RP11-248E9.6
ENST00000453078.1	ENSG00000227197	AC009518.8
ENST00000490318.1	ENSG00000227709	RP11-118D22.3
ENST00000605325.1	ENSG00000270957	RP11-1324A7.2
ENST00000547968.1	ENSG00000257404	RP11-153F5.2
ENST00000420479.1	ENSG00000233601	NCOR1P3
ENST00000550463.1	ENSG00000257389	RP11-153F5.3
ENST00000374280.3	ENSG00000158008	EXTL1
ENST00000328559.7	ENSG00000109771	LRP2BP
ENST00000605893.1	ENSG00000272393	U6
ENST00000605139.1	ENSG00000243981	RP11-368M16.3
ENST00000485823.1	ENSG00000241146	RPL7P41
ENST00000432987.1	ENSG00000233052	RP11-398B16.2
ENST00000564065.1	ENSG00000167968	DNASE1L2
ENST00000421179.1	ENSG00000237821	AC083873.4
ENST00000583078.1	ENSG00000266719	MIR4676
ENST00000434704.2	ENSG00000064195	DLX3
ENST00000459021.1	ENSG00000238844	AC083875.1
ENST00000437174.1	ENSG00000233241	DDX39BP1
ENST00000608259.1	ENSG00000272627	RP11-354E23.5
ENST00000421697.2	ENSG00000205696	ADARB2-AS1
ENST00000419509.1	ENSG00000235429	AC083875.2
ENST00000436376.1	ENSG00000231998	MCCD1P1
ENST00000581256.1	ENSG00000265039	AC107016.2
ENST00000428039.1	ENSG00000215086	NPM1P24
ENST00000450993.2	ENSG00000115556	PLCD4
ENST00000432903.1	ENSG00000225410	AC107016.1
ENST00000342179.5	ENSG00000178904	DPY19L3
ENST00000435665.2	ENSG00000227956	HCG4B
ENST00000435621.3	ENSG00000257475	RP11-983P16.2
ENST00000454627.1	ENSG00000235967	COX5BP3
ENST00000359452.4	ENSG00000148604	RGR
ENST00000429890.2	ENSG00000235680	HLA-G
ENST00000273550.7	ENSG00000167996	FTH1
ENST00000396131.2	ENSG00000213700	RPL17P50
ENST00000560056.1	ENSG00000259245	RP11-684B21.1
ENST00000439081.1	ENSG00000226205	AC007790.4
ENST00000418780.1	ENSG00000232331	HLA-K
ENST00000526683.1	ENSG00000179950	PUF60
ENST00000518406.1	ENSG00000156467	UQCRB
ENST00000420268.1	ENSG00000231098	AC008154.4
ENST00000293272.3	ENSG00000161570	CCL5
ENST00000291565.4	ENSG00000160209	PDXK
ENST00000413603.1	ENSG00000234962	LINC00700
ENST00000561236.1	ENSG00000259395	RP11-475A13.2
ENST00000372211.3	ENSG00000130717	UCK1
ENST00000453087.1	ENSG00000229177	AC008154.5
ENST00000442202.1	ENSG00000232646	RP11-344N10.4
ENST00000546793.1	ENSG00000257337	RP11-983P16.4
ENST00000419369.1	ENSG00000223352	HLA-U
ENST00000558963.2	ENSG00000259737	RP11-475A13.1
ENST00000544088.1	ENSG00000206072	SERPINB11
ENST00000451967.1	ENSG00000223708	HCG4P5
ENST00000431293.2	ENSG00000237768	RP11-344N10.2
ENST00000609209.1	ENSG00000273297	RP11-38M8.1
ENST00000453637.1	ENSG00000232011	HLA-W
ENST00000364177.1	ENSG00000201047	Y_RNA
ENST00000473876.1	ENSG00000240596	KCNAB1-AS2
ENST00000608005.1	ENSG00000272630	RP11-344N10.5
ENST00000404249.3	ENSG00000008128	CDK11A
ENST00000467794.1	ENSG00000242370	KCNAB1-AS1
ENST00000605798.1	ENSG00000270500	COX6CP4
ENST00000422042.1	ENSG00000224375	AC009276.4
ENST00000414068.1	ENSG00000237395	MICD
ENST00000561804.2	ENSG00000261635	RP11-618N24.1
ENST00000609190.1	ENSG00000272990	RP11-305K5.1
ENST00000536303.1	ENSG00000230101	TUBB3P2
ENST00000232888.6	ENSG00000114767	RRP9
ENST00000463449.1	ENSG00000243926	TIPARP-AS1
ENST00000566382.2	ENSG00000261315	LARP4P
ENST00000362280.1	ENSG00000199150	MIRLET7G
ENST00000467187.1	ENSG00000242797	GLYCTK-AS1
ENST00000564073.1	ENSG00000260582	TPST2P1
ENST00000306317.2	ENSG00000168481	LGI3
ENST00000565366.1	ENSG00000261191	RP11-16L14.2
ENST00000385191.1	ENSG00000207926	MIR135A1
ENST00000342595.2	ENSG00000188937	NYX
ENST00000495716.1	ENSG00000239557	RP11-168J18.6
ENST00000604520.1	ENSG00000270749	RP11-368M16.10
ENST00000293288.8	ENSG00000087088	BAX
ENST00000430593.3	ENSG00000223518	CSNK1A1P1
ENST00000436076.1	ENSG00000229627	RP11-368M16.4
ENST00000516959.1	ENSG00000252768	RNU6-856P
ENST00000408591.1	ENSG00000221518	RNU6ATAC16P
ENST00000421221.1	ENSG00000230796	RP11-368M16.9
ENST00000516978.1	ENSG00000252787	SNORD19B
ENST00000440618.2	ENSG00000237639	RP11-368M16.5
ENST00000391191.1	ENSG00000212493	SNORD19
ENST00000459623.1	ENSG00000238862	SNORD19B
ENST00000445460.1	ENSG00000233962	RP11-368M16.8
ENST00000410413.1	ENSG00000222345	SNORD19
ENST00000337386.5	ENSG00000138386	NAB1
ENST00000531638.1	ENSG00000255472	RP11-998D10.1
ENST00000391209.1	ENSG00000212511	U3
ENST00000391150.1	ENSG00000212452	SNORD69
ENST00000442180.1	ENSG00000236261	RP11-368M16.6
ENST00000603259.1	ENSG00000270941	RP5-966M1.5
ENST00000561259.1	ENSG00000259280	RP11-122D10.1
ENST00000266688.5	ENSG00000139304	PTPRQ
ENST00000438146.2	ENSG00000100320	RBFOX2
ENST00000305476.5	ENSG00000168758	SEMA4C
ENST00000411435.1	ENSG00000234085	RP11-368M16.7
ENST00000603353.1	ENSG00000271137	RP5-966M1.4
ENST00000382951.3	ENSG00000206150	RNASE13
ENST00000330628.9	ENSG00000229549	TSPY8
ENST00000412031.1	ENSG00000227015	RP11-548K12.6
ENST00000503771.1	ENSG00000249992	TMEM158
ENST00000573291.1	ENSG00000262351	OR13A1
ENST00000383949.1	ENSG00000206676	Y_RNA
ENST00000559509.1	ENSG00000259460	RP11-128A17.1
ENST00000298690.4	ENSG00000165799	RNASE7
ENST00000604029.1	ENSG00000270304	RP11-597G23.1
ENST00000469520.2	ENSG00000162813	BPNT1
ENST00000574291.1	ENSG00000262552	ALOX5
ENST00000301729.4	ENSG00000167969	ECI1
ENST00000064571.2	ENSG00000054803	CBLN4
ENST00000341259.2	ENSG00000111252	SH2B3
ENST00000424296.2	ENSG00000155085	AK9
ENST00000283752.5	ENSG00000057149	SERPINB3
ENST00000308227.2	ENSG00000173431	RNASE8
ENST00000324685.6	ENSG00000103549	RNF40
ENST00000308973.4	ENSG00000174123	TLR10
ENST00000335174.4	ENSG00000186352	ANKRD37
ENST00000561054.1	ENSG00000259434	RP11-720L8.1
ENST00000227322.3	ENSG00000109917	ZNF259
ENST00000476363.1	ENSG00000243122	RP11-25H11.1
ENST00000554380.1	ENSG00000258385	RP11-629F19.1
ENST00000408768.1	ENSG00000221695	AL390335.1
ENST00000582527.1	ENSG00000266885	RP11-744K17.2
ENST00000558081.2	ENSG00000259225	RP11-1008C21.1
ENST00000578792.1	ENSG00000265705	RP11-744K17.8
ENST00000415258.1	ENSG00000011376	LARS2
ENST00000257868.5	ENSG00000135414	GDF11
ENST00000578634.1	ENSG00000266529	RP11-846F4.1
ENST00000483901.2	ENSG00000243655	RP11-846F4.12
ENST00000391701.1	ENSG00000178935	ZNF552
ENST00000243911.2	ENSG00000124089	MC3R
ENST00000550746.1	ENSG00000121749	TBC1D15
ENST00000579262.1	ENSG00000264168	MTND1P15
ENST00000427378.1	ENSG00000223500	AC083862.6
ENST00000378302.2	ENSG00000136144	RCBTB1
ENST00000401867.1	ENSG00000072682	P4HA2
ENST00000608819.1	ENSG00000272941	RP11-134L10.1
ENST00000215742.4	ENSG00000184436	THAP7
ENST00000556081.2	ENSG00000258901	CTD-2298J14.1
ENST00000379375.5	ENSG00000078401	EDN1
ENST00000577438.1	ENSG00000263914	RP11-846F4.5
ENST00000454067.1	ENSG00000233168	OR2U1P
ENST00000434223.3	ENSG00000236914	RP11-1008C21.2
ENST00000371236.2	ENSG00000173406	DAB1
ENST00000412549.2	ENSG00000231794	AC009542.2
ENST00000420425.2	ENSG00000228849	TNF
ENST00000557067.1	ENSG00000258636	CTD-2298J14.2
ENST00000463573.2	ENSG00000240103	RP11-846F4.6
ENST00000261681.4	ENSG00000072415	MPP5
ENST00000436937.1	ENSG00000227073	SDHDP2
ENST00000516049.1	ENSG00000251858	SNORA31
ENST00000412338.1	ENSG00000234351	OR2U2P
ENST00000553366.1	ENSG00000258536	RP11-1053O12.1
ENST00000603668.1	ENSG00000271414	RP11-751K21.1
ENST00000478366.1	ENSG00000239799	ITIH4-AS1
ENST00000481618.2	ENSG00000241225	TRNAS30P
ENST00000293273.6	ENSG00000187456	RDM1
ENST00000432726.1	ENSG00000232469	OR2B4P
ENST00000577890.1	ENSG00000266500	AL138498.1
ENST00000278780.6	ENSG00000125850	OVOL2
ENST00000456012.1	ENSG00000231834	HLA-A
ENST00000435539.1	ENSG00000226694	RP11-69C17.2
ENST00000431303.2	ENSG00000223718	AC093107.7
ENST00000581686.1	ENSG00000263483	MTATP6P3
ENST00000580208.1	ENSG00000266635	AC096887.1
ENST00000371384.3	ENSG00000124098	FAM210B
ENST00000517189.1	ENSG00000252998	RNU6-889P
ENST00000575327.1	ENSG00000262448	MARCH8
ENST00000421077.1	ENSG00000227912	RP11-69C17.3
ENST00000391001.1	ENSG00000212303	RNU6-1154P
ENST00000577757.1	ENSG00000264316	RP11-846F4.9
ENST00000609370.1	ENSG00000273219	RP11-644N4.1
ENST00000418524.2	ENSG00000231326	RP11-69C17.4
ENST00000318792.1	ENSG00000175779	C15orf53
ENST00000598031.1	ENSG00000268750	CTD-2583A14.10
ENST00000410287.1	ENSG00000222219	AC091736.1
ENST00000308979.2	ENSG00000174125	TLR1
ENST00000584626.1	ENSG00000264930	RP11-846F4.10
ENST00000007722.7	ENSG00000005884	ITGA3
ENST00000419211.1	ENSG00000224746	AC015987.1
ENST00000576883.1	ENSG00000261878	ANKRD30BP3
ENST00000582507.1	ENSG00000264262	RP11-285M22.3
ENST00000540052.1	ENSG00000085185	BCORL1
ENST00000433731.2	ENSG00000178222	RNF212
ENST00000362830.1	ENSG00000199700	RNU6-223P
ENST00000390854.1	ENSG00000212156	RNU6-576P
ENST00000577879.1	ENSG00000265114	RP11-285M22.1
ENST00000570449.1	ENSG00000262853	RP11-445N18.5
ENST00000418295.1	ENSG00000234556	LINC00701
ENST00000580697.1	ENSG00000264431	RP11-285M22.2
ENST00000441907.1	ENSG00000234170	RP11-446F3.2
ENST00000336133.3	ENSG00000205323	SARNP
ENST00000318578.3	ENSG00000175746	C15orf54
ENST00000578745.1	ENSG00000264970	RP11-846F4.11
ENST00000378495.3	ENSG00000198722	UNC13B
ENST00000561320.1	ENSG00000259380	RP11-346D14.1
ENST00000550220.1	ENSG00000258074	VTI1BP3
ENST00000298694.4	ENSG00000165801	ARHGEF40
ENST00000459117.1	ENSG00000238669	RNU6-333P
ENST00000559695.1	ENSG00000259192	AC109631.1
ENST00000341068.3	ENSG00000153107	ANAPC1
ENST00000550979.1	ENSG00000258016	HIGD1AP1
ENST00000389394.3	ENSG00000115423	DNAH6
ENST00000375940.4	ENSG00000120539	MASTL
ENST00000550578.1	ENSG00000257790	RP11-1136G11.6
ENST00000580677.1	ENSG00000263433	RP11-260A9.1
ENST00000560231.1	ENSG00000259326	RP11-102L12.2
ENST00000550908.1	ENSG00000257808	RP11-1136G11.8
ENST00000559544.1	ENSG00000259598	RP11-275I4.1
ENST00000442832.4	ENSG00000269343	ZNF587B
ENST00000550263.1	ENSG00000257605	RP11-680A11.5
ENST00000580686.1	ENSG00000264734	RP11-260A9.6
ENST00000396275.2	ENSG00000179826	MRGPRX3
ENST00000582370.1	ENSG00000264172	PDLIM1P3
ENST00000583143.1	ENSG00000266736	RP11-260A9.4
ENST00000547793.2	ENSG00000269103	AC002472.1
ENST00000377710.5	ENSG00000125871	MGME1
ENST00000282026.1	ENSG00000152213	ARL11
ENST00000527671.1	ENSG00000255470	RP11-113D6.6
ENST00000264689.6	ENSG00000109775	UFSP2
ENST00000260356.5	ENSG00000137801	THBS1
ENST00000314254.3	ENSG00000179817	MRGPRX4
ENST00000372190.3	ENSG00000107263	RAPGEF1
ENST00000436693.2	ENSG00000174130	TLR6
ENST00000572349.1	ENSG00000261886	RP11-63A1.1
ENST00000394869.3	ENSG00000108262	GIT1
ENST00000601917.1	ENSG00000269089	AP003733.1
ENST00000387974.1	ENSG00000210709	RNU6ATAC3P
ENST00000580047.1	ENSG00000264999	MIR5089
ENST00000340135.3	ENSG00000189332	RP11-113D6.10
ENST00000570311.1	ENSG00000263142	LRRC37A17P
ENST00000265272.5	ENSG00000176049	JAKMIP2
ENST00000555362.1	ENSG00000259149	RP11-313C4.1
ENST00000410152.1	ENSG00000222084	AL445074.1
ENST00000220812.2	ENSG00000104371	DKK4
ENST00000557251.1	ENSG00000258394	CTD-2307P3.1
ENST00000242827.6	ENSG00000123179	EBPL
ENST00000309352.3	ENSG00000204316	MRPL38
ENST00000554042.1	ENSG00000258850	RP11-214N1.1
ENST00000553912.1	ENSG00000258505	RP11-90P16.1
ENST00000554110.2	ENSG00000258622	RP11-90P16.2
ENST00000435989.2	ENSG00000204514	ZNF814
ENST00000379348.2	ENSG00000112137	PHACTR1
ENST00000288078.6	ENSG00000157353	FUK
ENST00000278222.4	ENSG00000148965	SAA4
ENST00000553339.1	ENSG00000258934	RP11-97N10.1
ENST00000575173.1	ENSG00000262879	RP11-156P1.3
ENST00000432901.3	ENSG00000232838	PET117
ENST00000333128.3	ENSG00000183678	CTAG1A
ENST00000553612.1	ENSG00000165417	GTF2A1
ENST00000302637.5	ENSG00000067704	IARS2
ENST00000413302.2	ENSG00000099957	P2RX6
ENST00000261601.7	ENSG00000101557	USP14
ENST00000358869.2	ENSG00000197712	FAM114A1
ENST00000579643.1	ENSG00000263650	RN7SL270P
ENST00000408089.1	ENSG00000221016	AC002558.1
ENST00000311085.8	ENSG00000172869	DMXL1
ENST00000394936.3	ENSG00000197746	PSAP
ENST00000328435.2	ENSG00000184033	CTAG1B
ENST00000488906.1	ENSG00000239291	RP5-867C24.1
ENST00000459980.1	ENSG00000242142	SERBP1P3
ENST00000417738.2	ENSG00000235176	ZNRD1
ENST00000516695.2	ENSG00000252504	AC097015.1
ENST00000574021.1	ENSG00000262265	RP5-867C24.4
ENST00000458956.1	ENSG00000238565	snoU13
ENST00000435364.3	ENSG00000149474	CSRP2BP
ENST00000526900.1	ENSG00000134339	SAA2
ENST00000572193.1	ENSG00000261872	RP5-867C24.5
ENST00000450892.2	ENSG00000242866	STRC
ENST00000516279.1	ENSG00000252088	snoU13
ENST00000458818.1	ENSG00000238419	RNU7-186P
ENST00000318493.6	ENSG00000105976	MET
ENST00000296043.6	ENSG00000138771	SHROOM3
ENST00000528446.1	ENSG00000254636	ARMS2
ENST00000398755.3	ENSG00000041880	PARP3
ENST00000247306.4	ENSG00000126890	CTAG2
ENST00000436886.2	ENSG00000160844	GATS
ENST00000575039.1	ENSG00000263293	RP11-290H9.4
ENST00000374276.3	ENSG00000158014	SLC30A2
ENST00000608444.1	ENSG00000272599	RP11-152N13.16
ENST00000394818.3	ENSG00000149503	INCENP
ENST00000317271.2	ENSG00000213413	PVRIG
ENST00000571117.1	ENSG00000261956	U6
ENST00000607628.1	ENSG00000162290	DCP1A
ENST00000369905.4	ENSG00000138107	ACTR1A
ENST00000573797.1	ENSG00000262027	CUBNP2
ENST00000261667.3	ENSG00000102753	KPNA3
ENST00000573194.1	ENSG00000262072	OR6D1P
ENST00000270570.4	ENSG00000142494	SLC47A1
ENST00000371226.3	ENSG00000162600	OMA1
ENST00000426996.2	ENSG00000227472	TRIM10
ENST00000332397.6	ENSG00000214300	SPDYE3
ENST00000349314.2	ENSG00000128284	APOL3
ENST00000353609.3	ENSG00000125740	FOSB
ENST00000350221.3	ENSG00000150667	FSIP1
ENST00000400325.1	ENSG00000183214	MICA
ENST00000244728.5	ENSG00000124749	COL21A1
ENST00000467460.1	ENSG00000114757	PEX5L
ENST00000318561.3	ENSG00000168484	SFTPC
ENST00000368984.3	ENSG00000166033	HTRA1
ENST00000374272.3	ENSG00000158022	TRIM63
ENST00000331825.6	ENSG00000087086	FTL
ENST00000565678.1	ENSG00000205937	RNPS1
ENST00000442554.1	ENSG00000232161	RP11-548K12.7
ENST00000458585.1	ENSG00000230271	RP11-548K12.5
ENST00000340208.5	ENSG00000081189	MEF2C
ENST00000547717.1	ENSG00000257379	RP11-793H13.8
ENST00000299213.8	ENSG00000166173	LARP6
ENST00000394128.2	ENSG00000008838	MED24
ENST00000160262.5	ENSG00000076662	ICAM3
ENST00000263413.3	ENSG00000039537	C6
ENST00000338333.4	ENSG00000188573	FBLL1
ENST00000292035.5	ENSG00000160563	MED27
ENST00000555447.1	ENSG00000140022	STON2
ENST00000561100.1	ENSG00000166073	GPR176
ENST00000424127.2	ENSG00000160219	GAB3
ENST00000272452.2	ENSG00000198075	SULT1C4
ENST00000431424.2	ENSG00000236560	PPP1R11
ENST00000239231.6	ENSG00000120137	PANK3
ENST00000521158.1	ENSG00000078668	VDAC3
ENST00000242104.5	ENSG00000122543	OCM
ENST00000287025.3	ENSG00000156469	MTERFD1
ENST00000356388.4	ENSG00000198369	SPRED2
ENST00000575987.1	ENSG00000262212	RP11-67C2.2
ENST00000371225.2	ENSG00000184292	TACSTD2
ENST00000602306.1	ENSG00000270175	RP11-793H13.11
ENST00000374271.4	ENSG00000175087	PDIK1L
